,component,x_max,x_min,y_max,y_min,height,width
0,div,263,71,1150,828,192,322
1,div,132,97,1124,854,35,270
2,div,182,147,1124,854,35,270
3,div,237,202,954,854,35,100
4,div,728,291,1150,828,437,322
5,div,412,377,1124,854,35,270
6,div,462,427,1124,854,35,270
7,div,537,502,929,854,35,75
8,div,537,502,1039,939,35,100
9,div,537,502,1124,1049,35,75
10,div,648,613,1124,854,35,270
11,div,702,668,1124,854,34,270
12,img,588,192,634,284,396,350
