464,141,720,156
272,101,432,112
288,421,400,434
320,141,416,158
640,219,688,240
96,74,384,95
96,191,160,202
96,132,144,141
96,214,144,223
48,556,80,566
48,32,192,51
272,34,336,47
336,221,384,240
96,108,176,118
96,271,144,279
288,505,384,513
96,254,144,264
464,296,560,307
96,234,176,243
272,343,352,356
448,417,704,431
96,172,176,182
448,366,496,376
288,444,400,454
672,28,736,41
608,295,720,306
560,366,704,375
448,502,704,513
656,343,736,354
656,92,736,102
48,201,80,212
448,393,704,403
288,476,384,486
448,472,704,482
288,395,384,404
480,217,528,241
272,366,384,375
304,296,400,307
