96,497,192,508
160,445,192,454
96,509,192,518
256,508,336,519
496,480,576,489
480,509,592,520
512,379,560,387
256,220,336,228
272,379,320,387
256,281,336,292
64,184,192,193
496,444,560,454
256,247,352,256
496,247,576,256
48,122,240,135
256,412,352,420
656,71,752,81
272,315,336,324
80,204,176,212
256,479,320,488
480,349,560,358
496,315,608,324
496,281,592,290
528,123,656,134
80,378,112,386
80,301,192,311
480,220,528,227
112,375,192,385
224,70,336,80
64,197,192,206
80,359,192,368
240,188,384,201
256,446,352,454
