96,317,144,333
208,574,336,584
624,179,672,186
608,197,672,204
624,388,656,395
480,242,544,259
96,574,144,584
560,206,720,218
752,481,799,490
752,391,799,400
400,494,512,505
560,404,720,412
384,581,576,595
560,229,768,237
560,257,799,270
752,525,799,535
560,454,688,462
560,435,688,444
208,135,256,145
560,241,688,251
560,419,672,428
400,539,464,547
384,85,528,97
400,215,480,225
112,282,208,290
400,108,448,118
752,346,784,355
384,228,416,236
736,236,799,245
384,282,432,290
384,558,480,572
160,577,208,594
496,266,528,274
608,554,640,562
256,244,288,252
384,58,448,68
304,321,352,331
560,18,624,28
384,425,432,434
336,15,432,32
96,85,240,95
432,469,480,480
80,61,208,72
544,143,656,153
80,47,144,56
736,275,799,286
80,16,144,26
384,66,448,74
80,524,144,536
384,349,432,356
736,284,799,294
480,18,544,33
416,124,496,138
