128,106,176,122
544,556,592,568
160,380,240,393
160,550,240,562
432,156,544,177
624,275,688,290
224,191,400,208
592,553,672,563
144,428,208,445
432,405,544,421
528,574,560,585
336,298,416,312
448,271,560,289
144,516,224,530
144,347,240,360
432,178,544,195
144,447,272,464
144,464,240,481
480,470,672,482
480,485,576,496
480,549,592,561
352,65,384,80
144,364,256,378
480,455,544,468
480,565,544,576
144,534,256,548
128,298,256,313
448,306,608,321
528,343,672,357
112,123,176,140
128,208,416,224
